x,y,z
1.187,-7.585,6.364
-0.804,-9.04,0.205
-2.1830000000000003,-9.347,0.048
-0.996,-9.347,2.487
-0.996,-9.347,2.487
0.229,-9.308,0.154
0.229,-9.308,0.154
-1.723,-8.504,2.438
-2.758,-8.236,1.3219999999999998
1.8,-9.232,0.08900000000000001
1.187,-9.845,0.043
-2.375,-8.925,0.023
-2.375,-8.925,0.023
-1.992,-8.925,0.424
-2.681,-8.887,0.325
-0.076,-9.538,0.043
-0.076,-9.538,0.043
-0.038,-9.347,0.107
-2.911,-9.194,0.117
-2.911,-9.194,0.117
-3.179,-8.887,0.157
-1.8,-9.194,0.115
-1.57,-9.615,0.14
-2.49,-10.419,0.096
-2.49,-10.419,0.096
-0.804,-9.615,0.002
0.919,-9.308,-0.085
0.919,-9.308,-0.085
-0.076,-9.768,0.016
0.0,-9.73,0.008
0.0,-9.73,0.008
0.383,-9.653,0.006
0.268,-9.577,0.016
-0.6890000000000001,-7.47,5.989
-0.957,-6.435,7.184
1.494,-5.171,8.214
1.57,-5.132999999999999,8.145
1.6469999999999998,-4.865,8.3
1.7619999999999998,-4.711,8.427999999999999
2.03,-4.29,8.544
2.03,-4.29,8.544
1.992,-4.29,8.61
1.992,-4.29,8.61
1.992,-4.06,8.697000000000001
2.106,-4.175,8.661
2.106,-4.137,8.626
2.106,-4.213,8.637
1.953,-4.597,8.486
1.915,-4.635,8.459
1.838,-4.558,8.456
1.838,-4.558,8.456
1.915,-4.328,8.538
1.8,-4.482,8.54
1.8,-4.367,8.487
1.8,-4.367,8.487
1.915,-4.597,8.485
2.145,-4.405,8.503
1.992,-4.597,8.486
1.992,-4.597,8.486
1.915,-6.972,6.3870000000000005
-1.187,-9.002,0.535
-1.685,-8.542,1.305
-0.114,-9.768,-0.063
-0.114,-9.768,-0.063
-0.114,-8.657,0.016
-0.114,-8.657,0.016
-1.6469999999999998,-8.887,0.853
-1.8,-8.849,0.515
-1.8,-8.849,0.515
-3.179,-8.887,0.255
-3.256,-8.657,0.08199999999999999
-3.256,-8.657,0.08199999999999999
-1.187,-9.385,0.006999999999999999
-1.953,-9.04,0.084
-1.953,-9.04,0.084
-2.221,-8.887,0.18
-2.336,-9.04,0.389
0.153,-9.5,0.07
0.153,-9.5,0.07
0.8420000000000001,-10.19,0.093
-1.5319999999999998,-9.385,0.08800000000000001
-2.604,-9.079,0.043
-1.3019999999999998,-9.653,-0.139
-1.3019999999999998,-9.653,-0.139
-0.6890000000000001,-9.768,0.07
0.421,-9.462,0.181
-2.1830000000000003,-9.462,0.191
1.264,-8.351,0.28800000000000003
1.264,-8.351,0.28800000000000003
1.225,-6.0520000000000005,7.695
1.953,-5.132999999999999,8.15
2.336,-4.865,8.211
2.336,-4.865,8.211
1.953,-4.8260000000000005,8.282
1.7619999999999998,-4.673,8.441
1.953,-4.213,8.675
1.8,-4.175,8.69
1.915,-4.252,8.595
1.915,-4.367,8.574
1.915,-4.367,8.574
1.723,-7.24,6.612
2.49,-7.546,5.941
2.49,-7.546,5.941
-0.498,-9.462,0.039
-0.498,-9.462,0.039
0.114,-8.772,0.105
0.114,-8.772,0.105
0.574,-9.577,0.008
-0.8809999999999999,-9.921,-0.008
0.191,-9.807,-0.029
0.191,-9.807,-0.029
0.268,-9.653,-0.025
