x,y,z
0.306,-9.807,-0.004
0.804,-9.5,-0.013
0.804,-9.5,-0.013
1.5319999999999998,-9.385,-0.314
1.072,-9.155,-0.364
2.911,-8.964,-0.464
2.911,-8.964,-0.464
2.911,-9.423,-0.127
2.4130000000000003,-9.385,-0.267
2.4130000000000003,-9.385,-0.267
0.344,-9.002,-0.242
2.03,-10.917,-0.025
1.5319999999999998,-10.228,-0.28600000000000003
-0.536,-9.615,-0.563
1.149,-8.619,-1.308
1.149,-8.619,-1.308
1.608,-9.002,-0.26
0.612,-9.807,-0.07
0.612,-9.615,-0.095
0.6890000000000001,-9.615,-0.09
0.6890000000000001,-9.615,-0.09
1.379,-8.81,-0.35700000000000004
1.379,-8.81,-0.35700000000000004
1.838,-5.707000000000002,-7.766
1.838,-5.707000000000002,-7.766
0.459,-6.5120000000000005,-7.377000000000002
0.6509999999999999,-6.589,-7.269
2.145,-7.7,-7.0920000000000005
2.145,-7.7,-7.0920000000000005
1.838,-7.047999999999999,-6.625
1.838,-7.047999999999999,-6.625
-2.26,-7.355,-6.1389999999999985
-1.838,-7.737999999999999,-5.928
-0.229,-8.312000000000001,-4.6389999999999985
0.996,-8.121,-4.489
0.996,-8.121,-4.489
1.3019999999999998,-8.312000000000001,-3.15
1.3019999999999998,-8.312000000000001,-3.15
-0.459,-4.29,-8.914
-0.459,-4.29,-8.914
-0.229,-3.409,-9.207
-0.229,-3.409,-9.207
-0.804,-3.409,-9.235
-0.574,-3.064,-9.285
-0.919,-3.792,-9.12
-0.7659999999999999,-3.754,-9.064
-0.459,-4.52,-8.976
0.076,-4.367,-8.869
0.536,-3.945,-8.918
0.229,-4.252,-8.943
-0.153,-4.137,-8.908
0.8809999999999999,-3.945,-8.892999999999997
1.149,-4.8260000000000005,-8.508
1.225,-4.673,-8.488
1.225,-4.673,-8.488
0.804,-5.2860000000000005,-8.366
0.804,-5.2860000000000005,-8.366
0.421,-5.707000000000002,-8.257
0.153,-5.899,-7.851
0.153,-5.899,-7.851
-2.068,-3.984,-8.635
-1.57,-4.213,-8.651
-1.992,-4.558,-8.589
-1.992,-4.558,-8.589
-0.612,-5.018,-8.652999999999999
-0.612,-5.018,-8.652999999999999
-0.306,-3.945,-8.927
-0.306,-3.945,-8.927
-1.379,-6.589,-7.362999999999999
-1.379,-6.589,-7.362999999999999
-2.911,-5.593,-7.5
-2.49,-6.0520000000000005,-7.582000000000002
-2.49,-6.0520000000000005,-7.582000000000002
-2.145,-5.899,-7.337999999999999
-3.026,-5.822,-7.164
-2.873,-3.984,-8.368
-2.834,-3.792,-8.567
-3.064,-3.6010000000000004,-8.626
-3.064,-3.6010000000000004,-8.626
-2.1830000000000003,-3.715,-8.685
-1.992,-3.83,-8.789
-1.992,-3.83,-8.789
-3.026,-3.562,-8.633
-3.026,-3.562,-8.633
-1.877,-3.945,-8.695
-3.217,-3.332,-8.744
-2.528,-3.524,-8.797
-2.528,-3.524,-8.797
-2.4130000000000003,-3.026,-9.033
-2.336,-3.141,-9.003
-2.336,-3.141,-9.003
-1.992,-3.562,-9.017
-1.992,-3.562,-9.017
-2.145,-2.988,-9.085
-2.719,-2.604,-9.126
-2.873,-2.528,-9.119
-3.217,-1.685,-9.042
-3.217,-1.685,-9.042
-3.792,-1.57,-8.867
-3.715,-1.838,-8.916
-3.6010000000000004,-1.953,-8.913
-3.486,-1.953,-8.949
-3.294,-1.953,-9.001
-3.256,-1.8,-9.035
-3.102,-2.221,-9.028
-3.102,-2.375,-9.027
-3.179,-2.221,-9.021
-3.179,-2.221,-9.021
-3.332,-2.26,-8.97
-3.294,-2.221,-8.963
-3.332,-2.106,-8.98
-3.179,-2.26,-8.982999999999997
-3.179,-2.298,-8.994
-3.217,-2.298,-8.99
