x,y,z
0.6890000000000001,-9.653,-0.022
-0.114,-9.96,-0.005
-0.114,-9.96,-0.005
1.5319999999999998,-9.883,-0.006
1.5319999999999998,-9.883,-0.006
-0.191,-8.236,-0.07
1.187,-11.492,-0.381
1.187,-11.492,-0.381
1.3019999999999998,-8.81,-0.359
1.3019999999999998,-8.81,-0.359
1.034,-8.696,-0.386
1.034,-8.696,-0.386
0.498,-9.423,-0.271
1.072,-9.194,-0.254
1.953,-10.688,-0.461
-0.498,-9.117,-1.496
-0.498,-9.117,-1.496
0.306,-8.81,-1.242
-0.383,-8.772,-1.503
-0.383,-8.772,-1.503
1.072,-9.423,-1.485
1.072,-9.423,-1.485
1.34,-8.925,-0.6579999999999999
0.8420000000000001,-8.964,-0.59
0.8420000000000001,-8.887,-0.564
0.996,-9.04,-0.531
0.996,-9.04,-0.531
0.574,-9.308,-0.428
0.8809999999999999,-8.925,-0.498
-0.268,-9.002,-0.92
-0.8420000000000001,-8.887,-1.029
1.838,-8.887,-0.552
1.838,-8.887,-0.552
-2.4130000000000003,-8.542,-4.288
-2.4130000000000003,-8.542,-4.288
-1.57,-7.814,-5.465
-1.953,-8.198,-4.445
-1.953,-8.198,-4.445
-0.076,-8.925,-1.043
0.6509999999999999,-9.232,-0.431
0.804,-9.117,-0.397
-0.306,-9.423,-0.369
-0.574,-9.385,-0.635
-0.574,-9.385,-0.635
-0.114,-9.385,-0.378
0.383,-9.423,-0.203
0.612,-9.347,-0.219
0.612,-9.347,-0.219
0.344,-9.423,-0.184
0.306,-9.347,-0.232
-0.6509999999999999,-9.308,-0.294
-1.992,-8.619,-0.455
-3.064,-7.968,-3.027
-3.064,-7.968,-3.027
-2.106,-8.657,-1.89
0.459,-9.232,-0.363
0.459,-9.232,-0.363
0.344,-9.232,-0.37
0.498,-9.232,-0.382
0.459,-9.194,-0.384
0.498,-9.27,-0.366
0.498,-9.27,-0.366
0.229,-9.27,-0.35200000000000004
0.306,-9.308,-0.354
0.306,-9.308,-0.354
-2.7960000000000003,-8.389,-1.872
-3.409,-8.121,-2.176
-1.953,-7.891,-3.3280000000000003
-1.264,-8.657,-2.759
-1.264,-8.657,-2.759
-0.038,-8.81,-1.876
0.498,-8.427,-2.2230000000000003
1.723,-7.891,-5.386
1.723,-7.891,-5.386
-0.383,-5.784,-7.687
-0.383,-5.784,-7.687
-2.834,-9.002,-0.564
0.536,-9.155,-0.443
0.536,-9.155,-0.443
1.264,-9.155,-0.41
1.072,-9.04,-0.407
2.1830000000000003,-8.887,-0.413
2.1830000000000003,-8.887,-0.413
2.26,-8.619,-0.504
2.26,-8.619,-0.504
2.834,-8.274,-2.315
2.834,-8.274,-2.315
3.064,-8.236,-2.184
3.026,-8.351,-2.158
3.256,-8.158999999999999,-2.119
2.949,-8.389,-1.935
-2.336,-7.507999999999999,-5.832999999999998
-2.336,-7.507999999999999,-5.832999999999998
0.7659999999999999,-8.158999999999999,-6.007999999999999
0.7659999999999999,-8.158999999999999,-6.007999999999999
-1.4169999999999998,-8.964,-0.436
-1.072,-9.002,-0.539
0.6509999999999999,-10.151,-0.297
0.6509999999999999,-10.151,-0.297
1.723,-8.542,-0.051
0.6509999999999999,-9.347,-0.08
0.727,-10.764,-0.255
0.727,-10.764,-0.255
0.038,-9.692,-0.027000000000000003
0.038,-9.692,-0.027000000000000003
0.114,-9.73,-0.017
