x,y,z
-1.992,-1.225,-9.367
-2.4130000000000003,-1.225,-9.446
-1.992,-3.792,-9.029
-1.992,-3.792,-9.029
-1.915,-4.137,-8.802
3.256,-5.209,-7.542999999999998
2.681,-5.631,-7.544
2.681,-5.631,-7.544
-0.344,-3.332,-9.044
-0.498,-3.6010000000000004,-9.167
-0.229,-3.141,-9.301
-0.229,-3.141,-9.301
0.076,-6.0139999999999985,-7.586
2.106,-6.129,-7.199
2.106,-6.129,-7.199
2.298,-7.47,-6.084
1.5319999999999998,-7.661,-5.86
0.804,-6.474,-6.9129999999999985
0.229,-4.328,-8.773
0.229,-4.328,-8.773
-1.11,-3.486,-9.057
-0.421,-3.907,-8.958
0.8809999999999999,-7.278,-6.546
0.344,-7.1629999999999985,-6.792999999999998
1.034,-5.8610000000000015,-7.58
0.6509999999999999,-6.32,-7.608
1.264,-5.5539999999999985,-7.92
1.8,-5.746,-7.768
1.8,-5.746,-7.768
1.57,-5.976,-7.711
1.5319999999999998,-5.976,-7.647
-0.421,-7.0870000000000015,-7.199
-0.421,-7.0870000000000015,-7.199
-1.953,-3.562,-8.93
-2.298,-2.221,-9.271
2.1830000000000003,-4.175,-9.241
2.1830000000000003,-4.175,-9.241
3.102,-5.822,-8.61
-2.336,-7.316,-6.029
-1.838,-8.312000000000001,-5.022
0.114,-8.657,-3.3680000000000003
0.114,-8.657,-3.3680000000000003
1.034,-8.158999999999999,-5.443
1.034,-8.158999999999999,-5.443
0.6890000000000001,-8.772,-4.938
0.6890000000000001,-8.772,-4.938
1.608,-9.692,-0.207
1.608,-9.692,-0.207
0.421,-8.696,-0.045
-0.536,-7.507999999999999,-2.563
-1.992,-1.072,-9.538
-0.536,-1.379,-9.653
-0.536,-1.379,-9.653
-1.072,-2.106,-9.644
-1.072,-2.106,-9.644
-0.727,-8.044,-6.239
-0.268,-7.814,-5.739
-0.268,-7.814,-5.739
-1.5319999999999998,-8.466000000000001,-1.102
-1.5319999999999998,-8.466000000000001,-1.102
1.608,-9.232,-0.124
0.8809999999999999,-9.577,-0.003
1.455,-9.768,-0.188
1.494,-9.998,-0.029
-1.11,-9.308,-0.014
-0.536,-9.807,-0.019
0.727,-9.73,-0.019
0.574,-9.615,-0.018000000000000002
