x,y,z
-1.877,-7.776,5.649
-1.877,-7.776,5.649
-1.7619999999999998,-7.968,5.643
-1.6469999999999998,-7.853,5.589
-1.6469999999999998,-7.853,5.55
-1.6469999999999998,-7.853,5.55
-3.256,-7.853,3.1060000000000003
-3.256,-7.853,3.1060000000000003
2.4130000000000003,-8.925,0.486
1.57,-9.117,0.486
1.57,-9.117,0.486
-1.608,-6.129,7.28
-1.608,-6.129,7.28
-1.6469999999999998,-7.355,6.19
0.114,-7.9289999999999985,5.659
0.344,-8.044,5.725
-0.6890000000000001,-7.968,5.777
-2.49,-8.504,4.916
-2.03,-8.772,3.703
-2.03,-8.772,3.703
7.9289999999999985,-4.558,6.922999999999999
6.895,-4.022,7.0710000000000015
-2.1830000000000003,-8.158999999999999,6.9460000000000015
-1.7619999999999998,-8.236,5.323
1.264,-5.5539999999999985,7.286
1.264,-5.5539999999999985,7.286
1.608,-4.941,7.392
1.608,-4.941,7.392
2.03,-5.707000000000002,7.872000000000001
1.953,-5.478,7.451
1.953,-5.478,7.451
0.306,-5.5539999999999985,7.951
-1.11,-4.98,8.299
3.907,-4.711,7.761
6.244,-3.754,7.865
3.294,-6.5120000000000005,6.757999999999999
3.294,-6.5120000000000005,6.757999999999999
2.1830000000000003,-6.972,6.193
-0.919,-9.155,0.33
-0.919,-9.155,0.33
-0.612,-9.155,0.242
0.229,-8.849,0.41
0.804,-4.8260000000000005,7.756
3.026,-3.256,8.134
3.026,-3.256,8.134
6.282,-2.604,6.535
6.282,-2.604,6.535
1.34,-5.707000000000002,7.576
1.992,-4.405,7.551
1.379,-4.328,8.994
1.379,-4.328,8.994
-1.34,-9.155,0.3
-1.34,-9.155,0.3
-1.379,-9.615,0.05
-1.8,-9.423,0.14300000000000002
0.229,-9.653,0.234
0.536,-9.883,0.37
0.0,-9.194,0.198
-1.264,-9.232,0.187
-4.597,-8.236,0.285
-0.727,-8.619,1.171
-1.494,-5.822,7.806
-1.494,-5.822,7.806
0.459,-3.715,9.248
0.0,-1.3019999999999998,9.541
0.0,-1.3019999999999998,9.541
0.536,-1.149,9.736
0.996,-1.149,9.699
0.191,-3.3710000000000004,9.296
0.191,-3.3710000000000004,9.296
0.996,-3.907,8.777999999999999
0.6890000000000001,-4.367,8.773
0.6890000000000001,-4.367,8.773
1.455,-5.707000000000002,7.9
2.758,-6.0139999999999985,7.411
4.213,-4.367,6.996
4.213,-4.367,6.996
0.268,-7.776,6.902
0.268,-7.776,6.902
-0.8420000000000001,-7.0870000000000015,6.296
-1.225,-5.707000000000002,8.1
-1.225,-5.707000000000002,8.1
-0.114,-4.482,8.791
0.076,-3.907,8.927999999999997
-0.344,-3.984,8.924
-0.344,-3.984,8.924
-0.498,-4.865,8.818999999999997
-0.6509999999999999,-5.478,8.301
-0.6509999999999999,-5.478,8.301
1.992,-2.719,9.036
2.7960000000000003,-2.911,8.919
2.7960000000000003,-2.911,8.919
4.98,-2.7960000000000003,8.499
4.98,-2.7960000000000003,8.499
3.409,-3.524,8.506
3.409,-3.524,8.506
3.294,-2.068,8.847999999999997
3.294,-2.068,8.847999999999997
-1.34,-4.865,8.663
-1.34,-4.865,8.663
6.895,-3.754,6.046
6.895,-3.754,6.046
6.78,-3.102,6.289
0.536,-4.788,8.096
2.49,-4.98,8.123
2.49,-4.98,8.123
-0.957,-8.006,5.749
-0.957,-8.006,5.749
-0.8420000000000001,-10.228,0.07400000000000001
-0.8420000000000001,-10.228,0.07400000000000001
-1.5319999999999998,-10.611,0.131
-1.5319999999999998,-10.611,0.131
-1.723,-9.845,0.214
-1.264,-7.316,3.745
-1.264,-7.316,3.745
0.8809999999999999,-3.447,8.97
0.8809999999999999,-3.447,8.97
