x,y,z
-4.8260000000000005,-3.141,-7.989
-4.8260000000000005,-3.141,-7.989
-4.711,-3.217,-7.996
-4.711,-3.141,-8.005
-4.711,-3.141,-8.005
-4.711,-3.064,-7.972
-4.711,-3.064,-7.98
-4.711,-3.064,-7.98
-4.788,-2.988,-8.013
-4.788,-2.988,-8.013
-4.8260000000000005,-3.064,-8.02
-4.711,-3.179,-8.011000000000001
-4.9030000000000005,-3.026,-7.9860000000000015
-4.788,-3.102,-7.943
-4.788,-3.102,-7.943
-4.788,-3.064,-8.033999999999999
-4.788,-3.064,-8.033999999999999
-4.8260000000000005,-3.026,-8.024
-4.75,-3.064,-8.054
-4.8260000000000005,-3.179,-8.033
-4.941,-3.102,-7.981
-4.8260000000000005,-3.026,-7.963999999999999
-4.8260000000000005,-3.026,-7.963999999999999
-4.788,-3.064,-8.0
-4.788,-3.064,-8.0
-4.788,-3.026,-7.9929999999999986
-4.75,-3.064,-7.989
-4.8260000000000005,-3.064,-7.956
-4.865,-3.102,-7.965
-4.8260000000000005,-3.102,-7.959
-4.8260000000000005,-3.102,-7.959
-4.75,-2.949,-8.04
-4.788,-3.026,-8.054
-4.8260000000000005,-2.988,-8.008
-4.75,-2.949,-8.004
-4.788,-3.026,-7.997999999999998
-4.788,-3.026,-7.997999999999998
-4.711,-3.064,-8.039
-4.711,-3.064,-8.039
-4.75,-3.102,-8.006
-4.75,-3.102,-8.006
-4.788,-3.064,-7.938
-4.788,-3.064,-7.938
-4.8260000000000005,-3.179,-7.961
-4.8260000000000005,-3.179,-7.961
-4.75,-2.949,-8.047
-4.75,-2.949,-8.117
-4.788,-3.026,-8.042
-4.9030000000000005,-3.026,-8.019
-4.865,-2.834,-8.033999999999999
-4.865,-2.834,-8.033999999999999
-4.711,-2.988,-8.04
-4.711,-2.988,-8.064
-4.711,-3.064,-8.039
-4.711,-3.064,-8.039
-4.405,-3.064,-8.115
-3.6010000000000004,-3.064,-8.54
-3.6010000000000004,-2.834,-8.664
-3.294,-2.528,-8.836
-3.217,-2.758,-8.818
-3.715,-2.911,-8.568999999999999
-3.83,-2.719,-8.552999999999999
-3.83,-2.719,-8.552999999999999
-3.792,-2.643,-8.636000000000001
-3.715,-2.604,-8.666
-4.405,-3.141,-8.156
-4.405,-3.141,-8.156
-4.597,-5.976,-6.379
-3.907,-5.822,-6.916
-3.447,-5.439,-7.099
-4.252,-5.899,-7.2029999999999985
-2.49,-3.754,-8.811
-2.49,-3.754,-8.811
0.114,-2.911,-9.122
-0.306,-3.3710000000000004,-9.252
-0.306,-3.3710000000000004,-9.252
-0.114,-2.949,-9.386
-0.306,-2.911,-9.361
-2.145,-4.635,-8.479
-2.145,-4.635,-8.479
-1.11,-3.447,-8.419
-1.6469999999999998,-3.6010000000000004,-9.017
-1.6469999999999998,-3.6010000000000004,-9.017
-1.494,-6.5120000000000005,-7.121
-1.4169999999999998,-6.704,-7.089
-1.992,-6.129,-7.189
-4.558,-6.167000000000002,-6.568
-3.3710000000000004,-7.393,-5.4220000000000015
-3.026,-7.9289999999999985,-4.112
-1.11,-8.887,-1.6
-0.6509999999999999,-9.079,-3.276
-0.574,-9.347,-0.07400000000000001
-1.4169999999999998,-9.883,-0.188
-1.4169999999999998,-9.883,-0.188
-1.5319999999999998,-10.458,-0.168
-1.5319999999999998,-10.458,-0.168
-1.072,-9.5,-0.153
0.268,-9.883,-0.018000000000000002
0.114,-9.692,-0.018000000000000002
0.114,-9.692,-0.018000000000000002
0.268,-9.807,-0.019
0.229,-9.653,-0.019
0.114,-9.807,-0.016
0.229,-9.73,-0.014
