x,y,z
0.574,-9.73,-0.017
0.574,-9.73,-0.017
2.643,-9.385,-0.021
2.643,-9.385,-0.021
3.141,-9.921,-0.071
1.034,-9.998,-0.326
0.919,-9.308,-0.172
2.068,-8.542,-0.387
2.068,-8.542,-0.387
1.264,-7.585,-6.015
1.264,-7.585,-6.015
2.873,-7.431,-5.5760000000000005
-0.996,-6.972,-7.001
-0.996,-6.972,-7.001
-2.873,-3.562,-8.517999999999999
-3.639,-0.268,-8.824
-3.639,-0.268,-8.824
0.306,-9.845,-0.165
0.229,-9.308,-0.119
0.7659999999999999,-9.653,-0.068
-0.383,-6.435,-5.472
-2.949,-3.064,-9.55
-0.804,0.421,-9.557
-1.8,-0.498,-9.716
-1.992,-5.401,-8.945
-1.992,-5.401,-8.945
1.264,-7.24,-6.955
1.264,-7.24,-6.955
0.919,-8.772,-0.517
1.57,-8.236,-2.589
0.268,-7.1629999999999985,-2.463
1.8,-7.776,-4.774
1.034,-8.274,-4.895
0.306,-8.083,-4.75
-0.383,-7.968,-5.797999999999999
-0.804,-8.312000000000001,-5.629
1.034,-8.581,-1.927
1.149,-9.079,-0.407
1.149,-9.079,-0.407
2.1830000000000003,-9.155,-0.478
2.03,-8.772,-0.387
-0.114,-8.696,-0.843
1.34,-9.079,-0.561
1.838,-8.696,-0.52
1.838,-9.308,-0.5579999999999999
1.225,-9.117,-1.025
1.915,-9.155,-0.5529999999999999
0.536,-9.04,-0.491
1.149,-8.849,-0.5
0.996,-9.194,-0.86
0.996,-9.194,-0.86
0.727,-8.849,-1.739
0.727,-8.849,-1.739
4.06,-8.772,-0.117
4.06,-8.772,-0.117
-1.149,-7.814,-5.886
-1.149,-7.814,-5.886
0.114,-7.507999999999999,-5.004
0.114,-7.507999999999999,-5.004
0.574,-8.198,-4.427
1.225,-8.312000000000001,-4.928
1.225,-8.312000000000001,-4.928
-0.268,-7.125,-6.715
0.459,-7.316,-6.715
0.459,-7.316,-6.715
-0.574,-6.0139999999999985,-7.439
-0.574,-6.0139999999999985,-7.439
-1.455,-5.324,-8.236
-1.455,-5.324,-8.236
-0.612,-4.865,-8.435
-0.459,-5.5539999999999985,-8.33
-0.459,-5.5539999999999985,-8.33
-0.344,-6.129,-7.755
-0.536,-5.669,-7.905
0.7659999999999999,-5.2860000000000005,-8.073
0.421,-5.171,-8.199
1.072,-5.439,-7.845
0.0,-5.707000000000002,-8.085
0.229,-7.546,-6.7429999999999986
0.229,-7.546,-6.7429999999999986
1.072,-8.044,-5.5379999999999985
0.7659999999999999,-8.312000000000001,-5.165
0.114,-7.891,-5.67
1.149,-7.9289999999999985,-5.718
1.149,-7.9289999999999985,-5.718
2.106,-7.776,-5.146
2.106,-7.776,-5.146
2.49,-7.737999999999999,-5.005
2.451,-7.776,-5.484
2.604,-7.507999999999999,-5.684
1.3019999999999998,-8.044,-5.73
1.7619999999999998,-7.24,-5.773
0.957,-8.044,-5.577000000000001
1.4169999999999998,-8.274,-5.436
1.072,-8.351,-5.0680000000000005
1.072,-8.351,-5.0680000000000005
1.992,-7.47,-5.6960000000000015
2.643,-7.622999999999998,-5.665
1.992,-6.129,-7.134
1.992,-6.129,-7.134
1.187,-4.941,-8.049
1.187,-4.941,-8.049
0.459,-3.409,-9.134
0.459,-3.409,-9.134
0.8809999999999999,-4.597,-8.766
1.11,-4.9030000000000005,-8.621
-0.498,-5.976,-8.038
-0.574,-6.167000000000002,-6.899
-0.574,-6.167000000000002,-6.899
3.524,-2.298,-8.827
3.6010000000000004,-4.099,-8.525
3.6010000000000004,-4.099,-8.525
1.11,-6.589,-7.22
1.877,-6.857,-6.901
1.877,-6.857,-6.901
2.03,-6.091,-7.305
1.5319999999999998,-5.439,-7.375
1.5319999999999998,-5.439,-7.375
