x,y,z
-2.298,-9.308,0.029
-2.106,-9.385,0.075
-2.106,-9.385,0.075
-0.574,-9.73,0.16899999999999998
-0.957,-9.883,0.037000000000000005
-0.957,-9.883,0.037000000000000005
-0.076,-9.577,1.89
-1.4169999999999998,-8.734,0.968
-3.562,-8.466000000000001,0.408
-2.145,-7.776,0.24
-2.26,-9.807,0.368
-1.5319999999999998,-7.7,0.095
-1.187,-9.194,1.953
-1.187,-9.194,1.953
-4.673,-0.421,9.712
-0.574,-0.536,9.615
0.191,0.0,9.792
0.191,0.0,9.792
2.068,-4.673,9.144
-0.7659999999999999,-4.788,8.929
-3.639,-8.772,0.005
-3.294,-9.347,0.025
-3.256,-9.002,0.034
-3.294,-8.925,0.07200000000000001
-3.179,-9.117,0.048
-3.179,-9.117,0.048
-2.873,-9.5,0.013
-3.026,-9.079,0.016
-1.685,-9.96,-0.013
-1.685,-9.96,-0.013
-2.834,-9.347,0.015
-3.179,-9.002,0.032
-3.179,-9.002,0.032
-2.873,-9.308,0.037000000000000005
-2.26,-9.577,0.061
-2.681,-9.308,0.056
-2.681,-9.308,0.056
-2.873,-9.845,0.043
-2.758,-9.423,0.091
-3.179,-9.04,0.081
-2.834,-9.27,0.026
-2.375,-9.462,0.023
-2.451,-9.5,0.024
-2.375,-9.577,0.034
1.34,-8.274,0.256
1.34,-8.274,0.256
-1.992,-8.81,1.06
-0.804,-9.079,0.519
-2.49,-8.772,0.265
-2.26,-8.581,0.339
-2.451,-8.312000000000001,4.331
-2.1830000000000003,-7.278,3.3960000000000004
-2.1830000000000003,-7.278,3.3960000000000004
-1.992,-8.158999999999999,2.801
-1.5319999999999998,-8.581,3.3960000000000004
-2.5660000000000003,-8.389,5.737
-2.1830000000000003,-7.737999999999999,5.529
-1.379,-7.355,6.557
-1.379,-7.355,6.557
-0.114,-7.01,6.949
-0.114,-7.01,6.949
-0.7659999999999999,-6.933,6.914
-1.877,-8.427,3.499
-0.727,-8.581,1.221
-0.076,-7.737999999999999,5.983
-0.076,-7.737999999999999,5.983
1.264,-7.737999999999999,5.859
1.264,-7.737999999999999,5.859
-4.06,-9.308,0.16399999999999998
-2.03,-9.807,0.153
-2.145,-9.5,0.058
-2.528,-9.155,0.124
-3.409,-9.04,0.022
-3.409,-9.04,0.022
-2.1830000000000003,-8.772,0.344
-2.1830000000000003,-8.772,0.344
-3.179,-8.198,2.06
-2.7960000000000003,-7.9289999999999985,2.08
-0.612,-9.423,0.268
-0.612,-9.423,0.268
-3.869,-8.351,0.239
-3.256,-8.427,0.489
-2.911,-8.198,2.833
-2.988,-8.083,3.197
-3.486,-8.389,1.4369999999999998
-3.486,-8.236,1.229
-3.486,-8.236,1.229
-1.8,-9.002,0.264
-1.8,-9.002,0.264
-1.57,-9.308,0.149
-0.996,-9.385,0.103
-1.915,-9.385,0.14300000000000002
-1.8,-9.385,0.132
-3.3710000000000004,-9.347,0.247
0.383,-7.622999999999998,5.513
1.455,-7.622999999999998,5.914
1.072,-6.78,6.785
1.34,-3.907,8.823
1.34,-3.907,8.823
-1.034,-3.6010000000000004,8.964
-1.187,-3.715,9.041
0.498,-5.631,8.271
0.7659999999999999,-7.24,7.3279999999999985
-1.992,-9.615,0.134
-1.992,-9.615,0.134
-1.992,-5.5539999999999985,5.544
0.383,-4.865,9.565
