x,y,z
-1.7619999999999998,-9.577,0.027000000000000003
-1.6469999999999998,-9.692,0.02
-1.6469999999999998,-9.692,0.02
-1.8,-9.73,0.012
-0.996,-9.577,0.094
-0.268,-9.155,0.174
-1.494,-8.581,0.052000000000000005
-0.498,-8.925,1.151
-0.498,-8.925,1.151
-2.7960000000000003,-8.198,1.663
-3.064,-8.657,0.564
-3.064,-8.657,0.564
-0.919,-9.27,2.082
-2.719,-9.692,0.268
0.0,-9.232,3.067
0.0,-9.232,3.067
-2.336,-9.998,0.563
-2.336,-9.998,0.563
0.0,-8.81,1.012
-0.7659999999999999,-8.236,1.713
-3.294,-8.466000000000001,0.7859999999999999
-3.294,-8.466000000000001,0.7859999999999999
-2.4130000000000003,-8.734,0.66
-0.7659999999999999,-9.308,0.087
-0.7659999999999999,-9.308,0.087
-0.574,-9.96,0.076
-0.6509999999999999,-9.385,0.116
-0.6509999999999999,-9.385,0.116
-2.375,-7.737999999999999,6.198
-1.57,-7.431,6.098
-1.072,-7.622999999999998,6.457999999999998
-1.072,-7.622999999999998,6.457999999999998
-1.838,-8.158999999999999,3.096
-1.953,-8.121,3.193
-1.953,-8.121,3.193
0.0,-7.24,5.4860000000000015
-1.723,-7.622999999999998,5.896
-1.723,-7.622999999999998,5.896
0.153,-3.179,8.847000000000003
4.941,1.57,8.65
4.9030000000000005,0.038,8.685
4.98,0.727,8.87
4.98,0.727,8.87
5.018,0.6890000000000001,8.574
3.677,-0.957,8.863999999999997
3.677,-0.957,8.863999999999997
-2.221,-8.696,1.284
-3.026,-8.158999999999999,3.641
-2.1830000000000003,-8.925,0.271
-2.1830000000000003,-8.925,0.271
-2.298,-9.117,0.358
-2.298,-9.117,0.358
-2.604,-9.5,0.182
-3.256,-8.427,0.257
-3.217,-8.81,0.271
-2.5660000000000003,-8.887,0.279
-2.5660000000000003,-8.887,0.279
-2.643,-9.079,0.277
-3.179,-8.542,0.111
-3.179,-8.542,0.111
-2.49,-8.619,0.491
-2.49,-8.619,0.491
-2.949,-7.737999999999999,2.049
-2.106,-7.507999999999999,5.416
-2.106,-7.507999999999999,5.416
-2.643,-8.274,5.29
-3.6010000000000004,-8.351,1.683
-3.869,-9.194,0.5529999999999999
-0.8809999999999999,-8.81,2.698
-0.8809999999999999,-8.887,1.554
-3.102,-8.696,0.242
-3.102,-8.696,0.242
-2.911,-9.117,0.228
-2.911,-9.117,0.228
-2.758,-9.04,0.222
-2.1830000000000003,-9.194,0.097
-2.4130000000000003,-9.079,0.085
-2.949,-9.079,0.113
-2.949,-8.964,0.184
-3.102,-9.079,0.14800000000000002
-2.911,-9.155,0.086
-2.911,-9.155,0.086
-2.681,-9.194,0.12
-2.758,-9.117,0.12
-2.834,-9.117,0.106
-2.873,-9.117,0.116
-2.873,-9.117,0.116
-2.873,-9.194,0.112
-2.911,-9.155,0.111
-2.758,-9.155,0.098
-2.758,-9.155,0.098
-2.758,-9.117,0.097
-2.26,-8.81,0.17800000000000002
-0.038,-8.734,2.299
-0.344,-8.81,1.798
-0.076,-7.853,5.666
0.038,-7.9289999999999985,5.73
0.038,-7.9289999999999985,5.73
1.57,-6.818,6.979
1.3019999999999998,-6.704,6.7189999999999985
0.498,-7.661,6.518
0.498,-7.661,6.518
-0.8420000000000001,-8.696,1.227
-1.225,-8.887,0.303
-2.949,-8.006,3.302
-2.949,-8.006,3.302
-2.604,-8.006,4.134
-2.719,-8.044,3.688
-2.719,-8.044,3.688
-2.719,-8.006,3.678
-2.719,-8.006,3.678
-2.7960000000000003,-8.198,2.507
-1.6469999999999998,-8.312000000000001,2.224
-1.6469999999999998,-8.312000000000001,2.224
-0.038,-8.466000000000001,3.1830000000000003
-0.191,-8.427,3.361
-0.191,-8.427,3.361
-0.8809999999999999,-8.581,3.486
-0.8809999999999999,-8.581,3.486
-0.996,-9.155,0.365
-0.996,-9.155,0.365
-2.26,-7.737999999999999,4.432
-2.26,-7.737999999999999,4.432
-1.992,-7.585,5.6389999999999985
