x,y,z
1.225,-8.657,-0.329
2.03,-8.581,-0.359
1.7619999999999998,-8.849,-1.348
1.723,-8.772,-0.556
1.992,-8.887,-0.954
2.1830000000000003,-8.849,-0.7070000000000001
2.1830000000000003,-8.849,-0.7070000000000001
2.4130000000000003,-9.155,-0.188
2.758,-9.002,-0.237
2.145,-9.155,-0.234
2.145,-9.155,-0.234
2.221,-9.155,-0.219
2.068,-9.002,-0.227
2.068,-9.002,-0.227
2.7960000000000003,-8.964,-0.453
2.49,-8.887,-0.369
2.145,-8.81,-0.564
2.03,-8.849,-0.508
2.145,-8.619,-1.022
2.26,-8.619,-1.429
2.106,-8.581,-1.571
2.106,-8.581,-1.571
2.26,-8.734,-1.3330000000000002
2.26,-8.734,-1.3330000000000002
2.1830000000000003,-8.581,-1.098
2.03,-8.466000000000001,-1.166
2.03,-8.466000000000001,-1.166
2.1830000000000003,-8.925,-0.514
2.1830000000000003,-8.925,-0.514
2.528,-9.002,-0.355
2.451,-9.002,-0.34
0.8809999999999999,-10.036,-0.063
1.379,-9.079,-0.251
0.957,-8.81,-0.51
0.957,-8.81,-0.51
1.455,-9.194,-0.461
1.264,-9.232,-0.425
1.264,-9.232,-0.425
2.451,-9.232,-0.269
2.873,-9.194,-0.342
2.873,-9.194,-0.342
3.217,-8.504,-0.302
3.217,-8.504,-0.302
1.072,-9.117,-0.4270000000000001
1.072,-9.117,-0.4270000000000001
-0.421,-9.998,-0.476
-0.421,-9.998,-0.476
0.038,-7.891,-0.414
-1.6469999999999998,-8.427,-1.842
-1.6469999999999998,-8.427,-1.842
-0.804,-9.04,-1.153
-0.574,-9.423,-1.09
0.153,-9.232,-1.42
0.153,-9.232,-1.42
0.574,-9.117,-1.082
0.574,-9.117,-1.082
1.149,-6.244,-4.787
0.383,-7.814,-5.517
0.383,-7.814,-5.517
-0.421,-8.158999999999999,-4.966
-0.421,-8.158999999999999,-4.966
-0.804,-6.282,-7.212999999999999
-0.804,-6.282,-7.212999999999999
1.034,-9.04,-6.101
-0.8809999999999999,-7.431,-5.47
1.225,-8.351,-4.074
-0.536,-8.619,-3.509
-0.536,-8.619,-3.509
-0.421,-8.81,-2.093
-0.421,-8.81,-2.093
-1.455,-8.696,-2.658
-1.455,-8.696,-2.658
-2.106,-8.312000000000001,-1.713
-2.106,-8.312000000000001,-1.713
-1.608,-8.887,-1.958
-2.106,-8.925,-0.456
-1.992,-9.194,-0.621
-1.992,-9.194,-0.621
-1.379,-9.462,-0.37
-1.379,-9.462,-0.37
-0.8809999999999999,-8.542,-0.408
-0.8809999999999999,-8.542,-0.408
-0.229,-8.389,-1.842
0.306,-8.925,-3.091
0.306,-8.925,-3.091
-0.153,-8.925,-2.315
0.919,-8.542,-2.16
3.792,-8.312000000000001,-0.327
3.792,-8.312000000000001,-0.327
2.298,-8.925,-0.5489999999999999
1.187,-9.04,-0.364
-0.268,-9.079,-0.355
-0.268,-9.079,-0.355
-0.421,-9.079,-0.304
-0.306,-9.155,-0.35
-0.306,-9.155,-0.35
-0.191,-9.462,-0.091
-1.149,-9.385,-0.117
-1.149,-9.385,-0.117
-0.383,-9.385,-0.066
-0.459,-9.692,-0.111
-0.612,-9.73,-0.069
-0.038,-9.577,-0.103
-0.038,-9.577,-0.103
0.8809999999999999,-9.5,-0.111
0.8809999999999999,-9.5,-0.111
0.421,-9.385,-0.16899999999999998
0.612,-9.079,-0.204
0.612,-9.079,-0.204
0.459,-8.964,-0.196
-0.536,-9.5,-0.205
-0.229,-9.462,-0.18600000000000005
-0.229,-9.462,-0.18600000000000005
1.5319999999999998,-8.734,-0.193
-0.191,-9.538,-0.14300000000000002
-1.4169999999999998,-9.155,-0.188
-1.4169999999999998,-9.155,-0.188
-1.685,-7.622999999999998,-6.6770000000000005
-1.149,-7.814,-5.876
-1.149,-7.814,-5.876
-4.29,-5.247999999999998,-6.15
-3.715,-7.622999999999998,-5.6720000000000015
-1.992,-5.822,-6.127999999999999
-1.992,-5.822,-6.127999999999999
3.141,-8.198,-6.841
0.919,-8.619,-5.466
0.919,-8.619,-5.466
-3.141,-2.4130000000000003,-9.769
0.344,-3.524,-8.833
-1.034,-5.631,-8.794
-0.6890000000000001,-5.631,-8.334
0.919,-6.0139999999999985,-8.238999999999999
-0.306,-6.589,-7.199
-0.574,-7.776,-6.046
-1.5319999999999998,-6.359,-6.964
-0.996,-6.474,-7.023
-1.379,-5.5539999999999985,-7.922999999999999
-1.379,-5.5539999999999985,-7.922999999999999
-1.7619999999999998,-5.784,-7.877000000000002
-1.7619999999999998,-5.707000000000002,-7.851
-1.7619999999999998,-5.707000000000002,-7.851
0.8420000000000001,-5.631,-7.8889999999999985
-1.149,-7.9289999999999985,-5.51
-1.8,-8.542,-0.466
-1.8,-8.542,-0.466
