x,y,z
-2.375,-9.347,0.028
-2.4130000000000003,-9.385,0.029
-2.4130000000000003,-9.385,0.029
-1.11,-9.768,0.095
-1.11,-9.768,0.095
-6.0520000000000005,-12.718,0.185
-6.0520000000000005,-12.718,0.185
-0.957,-9.385,2.595
-3.409,-7.968,0.206
-3.409,-7.968,0.206
-3.064,-8.083,1.334
-1.723,-8.696,0.303
-1.723,-8.696,0.303
-0.536,-9.615,0.599
-0.306,-9.194,0.457
-1.723,-8.964,0.895
-2.719,-8.581,0.456
-3.026,-8.581,0.35200000000000004
0.919,-8.734,1.634
1.034,-8.657,4.0680000000000005
2.911,-9.615,0.225
1.379,-9.73,0.174
-1.877,-8.389,0.5529999999999999
-1.877,-8.389,0.5529999999999999
2.949,0.076,11.163
2.949,0.076,11.163
-0.804,-8.619,3.912
0.344,-8.887,1.4169999999999998
0.344,-8.887,1.4169999999999998
-2.03,-9.845,0.411
-1.877,-9.347,0.005
-2.03,-9.194,0.156
-2.03,-9.194,0.156
1.3019999999999998,-1.225,7.926
2.873,-0.421,9.764
1.608,1.992,9.364
0.459,1.379,9.556
2.5660000000000003,1.225,9.522
1.838,-1.225,9.679
-3.409,-9.27,0.006
-3.064,-9.462,0.111
-3.141,-8.887,0.078
-2.375,-9.347,0.062
-3.3710000000000004,-9.807,0.027000000000000003
-3.3710000000000004,-9.807,0.027000000000000003
-3.217,-9.308,0.025
-2.949,-9.232,0.054000000000000006
-3.141,-8.964,0.085
-3.141,-8.964,0.085
-3.064,-9.04,0.029
-3.064,-9.04,0.029
-3.179,-9.117,0.033
-3.179,-9.117,0.033
-3.141,-9.308,0.054000000000000006
-3.141,-9.308,0.054000000000000006
-1.7619999999999998,-9.079,0.239
-1.7619999999999998,-9.079,0.239
-2.068,-9.423,0.062
-2.221,-9.347,0.057
-1.723,-9.577,0.045
-3.064,-9.423,0.035
-2.26,-9.308,0.08800000000000001
-3.486,-9.462,0.07400000000000001
-3.486,-9.462,0.07400000000000001
-3.83,-9.73,0.06
-3.83,-9.73,0.06
-2.7960000000000003,-8.734,0.099
-3.6010000000000004,-8.925,0.085
-3.6010000000000004,-8.925,0.085
-2.451,-8.044,0.114
-4.29,-8.887,0.139
-3.945,-8.158999999999999,0.391
-2.375,-8.581,0.322
4.941,-6.972,1.164
4.941,-6.972,1.164
5.056,-6.129,4.747
1.225,-7.01,6.45
1.225,-7.01,6.45
-0.114,-7.431,7.039
-3.447,-7.968,3.975
-2.298,-7.202000000000001,5.55
-2.298,-7.202000000000001,5.55
-1.915,-7.737999999999999,6.222
-0.8809999999999999,-7.316,6.314
-0.8809999999999999,-7.316,6.314
-0.727,-7.01,6.999
-1.11,-7.814,6.515
-1.11,-7.814,6.515
2.451,-7.737999999999999,5.577000000000001
2.451,-7.737999999999999,5.577000000000001
3.3710000000000004,-6.435,6.384
3.294,-6.933,6.166
3.294,-6.933,6.166
-2.451,-8.312000000000001,4.591
-2.451,-8.312000000000001,4.591
-3.179,-8.542,0.071
-0.727,-9.807,0.102
-0.727,-9.807,0.102
1.187,-9.73,0.084
-0.459,-9.079,0.018000000000000002
-2.336,-8.696,0.26
-2.336,-8.696,0.26
-2.221,-8.772,1.056
-2.1830000000000003,-8.81,1.031
-2.1830000000000003,-8.81,1.031
-4.06,-8.925,0.7070000000000001
-4.06,-8.925,0.7070000000000001
-0.6890000000000001,-9.385,0.304
-1.379,-9.347,0.345
-1.11,-9.577,0.209
-0.804,-9.423,0.184
-1.723,-7.546,3.779
-1.723,-7.546,3.779
2.03,-7.7,6.011
2.681,-6.397,6.968
-0.7659999999999999,-4.558,8.105
0.421,-4.865,8.663
-0.268,-5.324,8.33
-4.137,-8.312000000000001,0.967
-3.409,-8.734,1.194
-3.409,-8.734,1.194
