x,y,z
0.919,-9.807,0.002
0.919,-9.807,0.002
0.957,-9.5,0.081
0.957,-9.5,0.081
-1.264,-12.565,6.107
0.076,-10.343,0.019
0.076,-10.343,0.019
1.264,-9.04,0.272
1.264,-9.04,0.272
-0.574,-9.768,0.211
-0.268,-9.768,0.397
-0.268,-9.768,0.397
0.038,-9.5,0.194
1.379,-7.9289999999999985,0.258
1.379,-7.9289999999999985,0.258
-0.076,-8.504,0.444
1.379,-9.117,0.304
0.612,-7.776,0.126
-0.8809999999999999,-8.81,0.6970000000000001
-0.8809999999999999,-8.81,0.6970000000000001
0.268,-8.696,0.5479999999999999
-1.379,-9.538,0.373
2.643,-8.81,0.068
2.604,-8.964,0.047
2.604,-8.964,0.047
-1.838,-9.462,0.35100000000000003
-1.838,-9.462,0.35100000000000003
-1.8,-9.117,0.245
-1.8,-9.117,0.245
1.11,-9.27,0.134
0.919,-9.385,0.145
0.919,-9.385,0.145
-1.838,-9.04,0.091
-1.608,-9.423,0.132
-2.03,-8.964,0.203
-2.03,-8.964,0.203
-0.536,-9.538,0.376
-0.536,-9.538,0.376
3.256,-8.312000000000001,2.208
3.256,-8.312000000000001,2.208
-2.758,-9.538,0.001
1.072,-6.435,0.537
-0.7659999999999999,-9.385,0.309
-0.383,-9.194,0.293
1.225,-8.619,1.3
-0.421,-8.772,2.418
-0.421,-8.772,2.418
-1.187,-9.5,0.198
-0.574,-10.151,0.008
3.179,-9.232,0.043
3.179,-9.27,0.033
3.179,-9.27,0.033
0.574,-10.879,0.03
3.064,-9.155,0.049
2.834,-9.155,0.013
2.26,-9.615,0.02
2.26,-9.615,0.02
0.996,-9.347,0.023
0.996,-9.347,0.023
-0.153,-9.615,0.022
-0.229,-9.73,0.02
0.0,-9.921,0.005
-0.8809999999999999,-9.538,0.004
-1.264,-9.577,0.014
-1.187,-9.308,0.086
-1.187,-9.462,0.187
-1.187,-9.462,0.187
-2.26,-8.312000000000001,0.133
-6.129,-10.19,0.304
-1.953,-9.232,0.36
-1.953,-9.232,0.36
-1.4169999999999998,-10.419,0.114
-2.719,-9.117,0.08
-2.719,-9.117,0.08
-2.604,-9.079,0.146
-2.681,-9.194,0.231
-3.064,-8.581,0.271
-3.064,-8.581,0.271
-2.528,-9.155,0.213
-2.528,-9.155,0.213
0.919,-9.04,0.308
0.919,-8.849,0.4920000000000001
1.953,-6.78,6.239
1.953,-6.78,6.239
0.306,-3.524,9.168
0.306,-3.524,9.168
0.421,-3.141,9.17
0.421,-3.141,9.17
-0.076,-2.604,9.439
-0.076,-2.604,9.439
-0.114,-2.604,9.434
-0.114,-2.604,9.434
0.498,-8.427,4.9830000000000005
0.804,-8.542,3.346
0.804,-8.542,3.346
-0.612,-9.538,0.139
-1.072,-9.73,0.119
-0.076,-9.807,0.022
0.038,-9.692,0.006999999999999999
0.038,-9.692,0.006999999999999999
0.191,-9.807,0.011
0.114,-9.807,0.002
0.229,-11.109000000000002,0.016
0.919,-9.692,0.081
1.149,-9.692,0.078
1.4169999999999998,-9.423,0.091
0.498,-9.385,0.425
0.498,-9.385,0.425
0.383,-8.389,0.196
2.106,-9.538,0.081
-0.498,-9.653,0.031
-0.498,-9.653,0.031
-1.455,-9.615,0.149
-0.114,-9.347,0.151
-1.225,-9.117,0.111
-1.8,-9.347,0.133
0.383,-8.312000000000001,0.804
0.383,-8.312000000000001,0.804
0.0,-10.075,0.147
0.8809999999999999,-10.113,0.094
0.8809999999999999,-10.113,0.094
0.996,-9.538,0.066
0.957,-9.73,0.033
