x,y,z
1.034,-9.73,0.016
0.421,-9.73,0.006999999999999999
0.114,-10.075,0.28800000000000003
3.3710000000000004,-7.737999999999999,-3.323
3.792,-7.9289999999999985,-2.604
3.792,-7.9289999999999985,-2.604
3.715,-8.158999999999999,-0.447
0.344,-9.577,-0.163
-0.421,-6.474,-6.761
-0.268,-1.608,-9.567
-0.268,-1.608,-9.567
-1.608,-0.306,-9.694
-3.715,-0.727,-9.062
-2.49,0.153,-9.452
-1.379,0.957,-9.648
-1.723,0.804,-9.652
-1.723,0.804,-9.652
-0.574,1.034,-9.734
1.608,0.459,-9.741
0.268,-7.737999999999999,-5.5
0.191,-9.692,-0.13699999999999998
0.191,-9.692,-0.13699999999999998
0.6890000000000001,-9.692,-0.045
0.6890000000000001,-9.692,-0.045
0.804,-10.075,-0.024
0.804,-9.308,-0.076
0.727,-9.577,-0.058
0.727,-9.577,-0.058
0.612,-9.577,-0.056
0.612,-9.155,-0.014
0.919,-9.615,-0.04
1.723,-9.692,-0.056
1.034,-9.117,-0.225
1.34,-9.807,-0.181
1.494,-9.462,-0.13
0.957,-9.423,-0.086
0.8420000000000001,-9.577,-0.07
0.996,-9.423,-0.075
0.536,-9.692,-0.056
0.6509999999999999,-9.615,-0.043
0.6509999999999999,-9.768,-0.053
-0.191,-9.96,-0.135
0.383,-9.921,-1.086
0.076,-8.466000000000001,-3.76
2.298,-8.772,-1.154
1.187,-10.764,-0.083
-0.996,-9.308,-0.023
-0.8809999999999999,-9.615,-0.046
1.7619999999999998,-9.577,-0.056
1.7619999999999998,-9.577,-0.056
1.838,-9.347,-0.046
2.5660000000000003,-9.117,-0.085
2.5660000000000003,-9.117,-0.085
2.4130000000000003,-9.385,-0.077
2.4130000000000003,-9.5,-0.052000000000000005
2.145,-9.462,-0.04
2.145,-9.462,-0.04
-0.229,-9.5,-0.083
-0.421,-9.538,-0.039
0.536,-9.308,-0.259
0.191,-9.155,-0.386
-0.459,-8.81,-1.547
-0.306,-8.657,-2.044
1.072,-9.5,-0.281
0.8809999999999999,-9.692,-0.065
-0.076,-9.768,-0.005
-0.076,-9.768,-0.005
-0.6890000000000001,-9.845,-0.027000000000000003
-0.6890000000000001,-9.845,-0.027000000000000003
-0.536,-9.653,-0.024
-0.8809999999999999,-9.577,-0.022
-0.7659999999999999,-9.73,-0.024
-0.7659999999999999,-9.73,-0.024
-0.919,-9.692,-0.036000000000000004
-0.919,-9.692,-0.036000000000000004
-0.8420000000000001,-9.653,-0.038
-0.8420000000000001,-9.653,-0.038
-0.996,-9.308,-0.064
-1.455,-9.538,-0.013
-0.421,-9.692,-0.227
0.306,-9.194,-0.181
-0.268,-8.351,-4.352
-0.574,-8.198,-4.865
1.608,-9.27,-1.543
2.1830000000000003,-9.04,-0.407
2.1830000000000003,-9.04,-0.407
-0.957,-9.347,-0.134
-0.957,-9.347,-0.134
-0.727,-9.807,-0.071
-0.114,-9.615,-0.017
-0.114,-9.615,-0.017
-0.306,-9.845,-0.032
-0.957,-9.577,-0.009000000000000001
-0.957,-9.577,-0.009000000000000001
2.873,-9.73,-0.162
3.064,-9.04,-1.734
0.536,-9.807,-0.125
-0.076,-9.615,-0.269
0.6890000000000001,-9.653,0.021
0.574,-9.653,0.034
1.149,-9.615,0.02
1.034,-9.615,0.02
