x,y,z
-0.229,-9.615,0.023
-0.229,-9.615,0.023
-0.114,-9.845,0.124
-2.911,-10.305,0.099
-1.8,-9.5,0.14
-1.8,-9.5,0.14
-1.992,-11.607,0.124
0.727,-10.113,0.093
0.727,-10.113,0.093
-1.723,-9.308,0.194
-1.723,-9.308,0.194
-0.229,-9.117,0.093
-0.229,-9.117,0.093
0.306,-8.964,1.295
-0.459,-9.079,1.1
-0.459,-9.079,1.1
-1.264,-8.657,0.6559999999999999
-1.264,-8.657,0.6559999999999999
-0.996,-8.734,1.137
-1.187,-8.849,1.081
-1.187,-8.849,1.081
-1.3019999999999998,-8.772,2.0540000000000003
-1.608,-9.194,0.324
0.0,-9.347,0.295
0.0,-9.347,0.295
-0.268,-9.615,0.22
-0.268,-9.615,0.22
1.838,-9.538,0.232
0.996,-9.155,0.259
0.0,-9.423,0.461
0.0,-9.423,0.461
-0.153,-8.619,0.537
-0.153,-8.619,0.537
-1.264,-8.772,1.813
-0.8420000000000001,-8.772,2.127
-1.225,-8.887,2.015
-1.225,-8.887,2.015
-0.919,-9.04,1.113
-0.919,-9.04,1.113
-0.459,-8.772,1.355
-0.459,-8.772,1.355
-0.727,-8.925,1.935
-0.727,-8.925,1.935
-0.268,-8.849,1.548
-0.268,-8.849,1.548
-0.957,-8.542,1.087
-2.528,-8.925,0.4920000000000001
-2.528,-8.925,0.4920000000000001
-1.915,-8.887,0.446
-2.604,-9.117,0.35600000000000004
-3.064,-9.002,0.21
-3.064,-8.964,0.03
-3.064,-8.964,0.03
-2.528,-9.155,0.1
-2.49,-9.117,0.14300000000000002
-2.49,-9.117,0.14300000000000002
-2.221,-9.423,0.034
-2.221,-9.423,0.034
-1.225,-9.079,0.005
-1.379,-9.385,0.159
-1.379,-9.385,0.159
-1.992,-10.534,0.001
-1.992,-10.534,0.001
-1.7619999999999998,-9.155,0.08199999999999999
-1.7619999999999998,-9.155,0.08199999999999999
-2.106,-9.5,0.187
-1.6469999999999998,-9.308,0.062
-1.072,-9.462,0.055
-1.072,-9.462,0.055
-1.455,-9.615,0.043
-1.4169999999999998,-9.615,0.064
-1.4169999999999998,-9.615,0.064
-0.919,-9.423,0.094
-0.919,-9.423,0.094
-0.919,-9.347,0.111
-0.6509999999999999,-9.423,0.142
-0.6509999999999999,-9.423,0.142
-0.421,-9.308,0.18600000000000005
-0.421,-9.308,0.18600000000000005
0.536,-9.27,0.332
0.536,-9.27,0.332
-1.34,-9.385,0.199
-0.459,-9.385,0.228
-0.459,-9.385,0.228
0.076,-9.002,0.35
0.076,-9.002,0.35
-0.7659999999999999,-9.577,0.363
-3.792,-9.538,0.16699999999999998
-2.336,-9.577,0.032
-2.336,-9.577,0.032
-3.869,-8.389,0.013
-2.03,-8.581,0.205
-2.03,-8.581,0.205
-4.022,-9.347,0.21
-4.022,-9.347,0.21
-1.57,-11.837,0.56
-0.498,-9.998,0.19
-1.915,-8.925,0.044
-2.106,-8.657,0.065
-3.715,-9.5,0.062
-3.715,-9.5,0.062
-1.494,-10.075,0.066
-1.494,-10.075,0.066
-3.179,-9.002,0.142
-3.179,-9.002,0.142
-0.536,-10.151,0.038
-0.383,-9.5,0.242
-5.056,-8.964,0.134
-1.34,-9.002,0.031
-1.34,-9.002,0.031
-0.8809999999999999,-9.807,0.172
0.498,-9.615,0.295
0.498,-9.615,0.295
-0.8809999999999999,-9.308,0.219
-0.8809999999999999,-9.308,0.219
-1.4169999999999998,-9.462,0.051
-1.187,-3.984,8.162
-1.225,-3.907,8.219
-1.225,-3.907,8.219
-1.723,-4.788,7.845
-1.6469999999999998,-5.2860000000000005,7.9620000000000015
-2.451,-6.55,7.667999999999998
-2.451,-6.55,7.667999999999998
-1.149,-6.0139999999999985,7.856
-1.915,-6.589,7.324
-1.915,-6.589,7.324
-2.145,-6.742000000000001,6.848
-2.145,-6.742000000000001,6.848
-2.26,-8.351,6.644
-2.26,-8.351,6.644
-1.034,-9.232,0.501
-1.034,-9.232,0.501
-1.57,-9.347,0.374
-1.57,-9.347,0.374
-1.685,-9.27,0.22
-1.685,-9.27,0.22
-1.915,-9.423,0.117
-1.57,-9.5,0.118
-1.225,-9.347,0.104
-1.225,-9.347,0.104
-1.5319999999999998,-9.577,0.071
-1.5319999999999998,-9.577,0.071
-1.877,-9.079,0.172
-1.877,-9.079,0.172
-1.685,-9.308,0.187
-1.8,-9.27,0.206
-1.953,-9.308,0.158
-1.953,-9.308,0.158
-2.1830000000000003,-9.232,0.16899999999999998
-2.068,-9.308,0.172
-2.1830000000000003,-9.385,0.182
-2.1830000000000003,-9.385,0.182
-1.992,-9.423,0.096
-1.877,-9.347,0.128
-2.03,-9.347,0.116
-2.03,-9.347,0.116
-2.106,-9.308,0.104
-2.106,-9.308,0.104
-1.838,-9.5,0.109
-2.03,-9.27,0.112
-2.03,-9.27,0.112
-2.03,-9.308,0.103
-1.915,-9.423,0.107
-1.953,-9.423,0.095
-1.915,-9.385,0.104
-1.915,-9.385,0.104
-1.953,-9.462,0.102
-1.8,-9.423,0.104
-1.838,-9.385,0.103
-1.838,-9.385,0.103
-2.068,-9.308,0.117
-2.068,-9.308,0.117
-0.727,-9.347,0.199
-0.727,-9.347,0.199
-0.6890000000000001,-9.5,0.172
-0.268,-9.653,0.128
-0.268,-9.653,0.128
0.0,-9.577,0.099
-0.191,-9.5,0.125
-0.191,-9.5,0.125
-0.421,-9.5,0.099
-0.421,-9.5,0.099
-0.7659999999999999,-9.577,0.113
-0.7659999999999999,-9.577,0.113
-0.919,-9.577,0.128
-1.34,-9.194,0.105
-1.34,-9.194,0.105
-1.7619999999999998,-9.385,0.113
-1.992,-9.308,0.128
-2.068,-9.347,0.14800000000000002
-2.068,-9.347,0.14800000000000002
-1.915,-9.347,0.128
-1.915,-9.347,0.128
-0.8420000000000001,-9.538,0.181
-0.8420000000000001,-9.538,0.181
-0.076,-8.849,0.446
1.11,-8.619,1.5219999999999998
3.141,-8.236,1.8
2.988,-7.968,2.93
2.949,-8.044,3.59
2.949,-8.044,3.59
2.4130000000000003,-8.121,3.524
2.4130000000000003,-8.121,3.524
-0.268,-9.73,2.998
-0.268,-9.73,2.998
0.344,-9.079,0.514
0.344,-9.079,0.514
-1.494,-9.117,0.418
-1.494,-9.117,0.418
-0.804,-9.692,0.1
-0.498,-9.002,0.112
0.0,-9.423,0.264
0.0,-9.423,0.264
-0.114,-9.27,0.179
0.076,-9.768,0.189
0.076,-9.768,0.189
-2.604,-9.96,0.098
-2.604,-9.96,0.098
-3.294,-8.925,0.027000000000000003
-3.141,-9.232,0.036000000000000004
-3.409,-9.04,0.075
-3.409,-9.04,0.075
-2.7960000000000003,-8.734,0.13
-2.643,-8.849,0.311
-1.8,-8.657,0.431
-1.685,-9.079,0.507
