x,y,z
0.344,-9.653,-0.044
0.344,-9.653,-0.044
1.685,-9.921,-0.087
-0.7659999999999999,-10.803,-4.714
-1.5319999999999998,-6.665,-0.746
-0.8420000000000001,-3.447,-9.022
-0.996,-1.838,-9.499
-1.992,-1.723,-9.529
-2.336,-0.459,-9.676
-2.336,-0.459,-9.676
-1.225,-0.7659999999999999,-9.671
-0.996,-2.068,-9.577
-0.996,-2.068,-9.577
-0.459,-4.252,-9.466
-0.459,-4.252,-9.466
0.459,-9.538,-0.25
1.225,-9.577,-0.049
0.421,-9.5,-0.262
0.421,-9.5,-0.262
1.034,-9.577,-0.128
1.034,-9.577,-0.128
1.3019999999999998,-9.462,-0.041
1.5319999999999998,-9.5,-0.061
1.494,-9.308,-0.087
1.877,-9.347,-0.091
1.723,-9.5,-0.08
2.336,-9.462,-0.077
1.915,-9.27,-0.146
1.915,-9.27,-0.146
2.068,-9.155,-0.191
2.068,-9.155,-0.191
2.221,-9.615,-0.08199999999999999
2.221,-9.615,-0.08199999999999999
1.685,-9.385,-0.15
1.3019999999999998,-9.807,-0.053
1.3019999999999998,-9.807,-0.053
1.838,-9.577,-0.028
1.838,-9.577,-0.028
-0.804,-9.538,-0.561
1.264,-8.427,-2.398
1.264,-8.427,-2.398
0.421,-7.853,-6.015
0.421,-7.853,-6.015
1.8,-8.351,-5.784
-0.114,-4.558,-9.27
-0.421,-3.945,-8.91
-0.421,-3.945,-8.91
-1.992,-0.306,-9.475
-2.528,-1.915,-9.364
-2.604,-1.4169999999999998,-9.348
-1.11,-2.911,-9.373
0.804,-9.615,-1.545
0.804,-9.615,-1.545
1.915,-9.845,-0.05
1.915,-9.845,-0.05
1.877,-8.964,-0.327
1.877,-8.964,-0.327
2.068,-9.155,-0.342
1.992,-8.772,-0.38
1.992,-8.772,-0.38
2.26,-9.232,-0.141
1.723,-9.155,-0.188
1.608,-9.5,-0.171
1.608,-9.5,-0.171
0.8420000000000001,-9.538,-0.054000000000000006
1.685,-9.73,-0.04
1.072,-9.117,-0.073
1.723,-9.385,-0.123
1.723,-9.385,-0.123
1.6469999999999998,-8.81,-0.275
1.915,-8.964,-0.278
1.915,-8.964,-0.278
2.4130000000000003,-8.734,-0.292
2.4130000000000003,-8.734,-0.292
1.8,-9.155,-0.125
1.8,-9.155,-0.125
1.992,-9.423,-0.138
1.992,-9.423,-0.138
0.957,-7.047999999999999,-6.292000000000002
-2.49,-6.895,-6.891
0.306,-9.194,-2.486
-0.574,-6.704,0.225
0.8809999999999999,-9.155,-0.292
2.643,-9.27,-0.302
-0.8420000000000001,-9.5,-0.276
-0.8420000000000001,-9.5,-0.276
0.8809999999999999,-9.232,-0.35100000000000003
0.6509999999999999,-9.232,-0.295
-1.034,-9.538,-0.181
-0.421,-9.232,-0.219
-0.421,-9.232,-0.219
-0.114,-9.462,-0.152
1.149,-10.649,-0.19
0.383,-9.079,-0.172
0.612,-9.347,-0.18
0.612,-9.347,-0.18
0.498,-9.117,-0.233
0.498,-9.117,-0.233
1.5319999999999998,-9.27,-0.203
1.072,-9.194,-0.182
1.877,-9.194,-0.246
1.877,-9.194,-0.246
0.7659999999999999,-8.619,-0.27
-2.49,-8.504,-4.585
-2.49,-8.504,-4.585
-1.072,-10.419,-3.933
-1.072,-10.419,-3.933
-0.957,-9.385,-0.34700000000000003
-1.915,-9.117,-0.362
-1.915,-9.117,-0.362
2.49,-8.619,-3.514
0.153,-8.849,-0.257
3.447,-9.232,-0.415
1.494,-8.581,-1.429
1.494,-8.581,-1.429
1.953,-9.194,-0.319
1.953,-9.194,-0.319
2.4130000000000003,-8.887,-0.339
2.4130000000000003,-8.887,-0.339
2.298,-8.964,-0.213
2.298,-8.964,-0.213
2.145,-9.5,-0.17
2.03,-9.538,-0.135
2.03,-9.538,-0.135
2.26,-9.308,-0.132
1.953,-9.079,-0.12
2.5660000000000003,-9.538,-0.191
2.1830000000000003,-9.117,-0.171
2.1830000000000003,-9.117,-0.171
