x,y,z
-2.03,-7.9289999999999985,5.468
-2.49,-7.7,5.4220000000000015
-1.8,-7.9289999999999985,5.483
-2.375,-7.737999999999999,5.447
-2.375,-7.737999999999999,5.447
0.076,-9.002,0.5579999999999999
0.076,-9.002,0.5579999999999999
1.6469999999999998,-8.657,3.917
-0.459,-9.079,0.256
-0.459,-9.079,0.256
-1.608,-7.7,5.978
-1.7619999999999998,-7.853,5.922999999999999
-1.264,-7.24,6.113
-0.8420000000000001,-7.47,6.077000000000001
-3.332,-8.006,5.635
-1.7619999999999998,-7.47,5.4
-1.7619999999999998,-7.47,5.4
-0.344,-8.044,5.714
-0.268,-7.355,5.859
-0.268,-7.355,5.859
6.32,-6.895,2.286
6.32,-6.895,2.286
-1.57,-6.397,6.6389999999999985
-1.57,-6.397,6.6389999999999985
0.114,-6.435,7.122000000000001
3.102,-5.746,7.317
3.102,-5.746,7.317
1.7619999999999998,-5.8610000000000015,7.077000000000001
4.29,-4.8260000000000005,7.797999999999999
3.064,-4.558,7.758999999999999
-0.6509999999999999,-5.056,8.407
-0.6509999999999999,-5.056,8.407
-0.6509999999999999,-4.213,8.686
0.6509999999999999,-5.746,8.282
5.056,-4.405,7.535
2.681,-6.627000000000002,6.777
-1.5319999999999998,-9.117,3.494
-1.187,-9.845,0.129
-1.187,-9.845,0.129
-2.949,-9.155,0.279
-3.907,-8.389,0.289
-0.8809999999999999,-7.546,2.767
7.737999999999999,-2.03,8.363999999999999
7.737999999999999,-2.03,8.363999999999999
2.758,-2.758,7.941
2.758,-2.758,7.941
4.099,-3.064,8.226
4.099,-3.064,8.226
2.873,-3.064,8.756
0.0,-8.734,4.124
-0.919,-9.002,0.5479999999999999
-0.957,-9.347,0.142
-2.1830000000000003,-9.385,0.273
-0.268,-9.385,0.064
-1.6469999999999998,-9.308,0.009000000000000001
-0.957,-8.581,2.715
2.145,-6.972,5.933
-0.383,-3.486,8.577
-1.072,-1.3019999999999998,9.497
-1.072,-1.3019999999999998,9.497
-0.957,-1.034,9.486
-0.996,-1.915,9.54
0.498,-1.3019999999999998,9.724
0.498,-1.3019999999999998,9.724
0.919,-1.264,9.681
0.919,-1.264,9.681
1.455,-1.4169999999999998,9.702
1.455,-1.4169999999999998,9.702
0.919,-2.26,9.448
0.919,-2.26,9.448
0.996,-2.451,9.404
1.072,-2.528,9.374
0.727,-3.294,9.384
0.804,-5.018,8.311
0.536,-4.4430000000000005,8.667
0.268,-2.068,9.583
0.038,-1.877,9.587
0.153,-3.447,9.198
1.3019999999999998,-4.52,9.004
3.754,-4.099,7.1160000000000005
2.949,-4.175,8.076
1.072,-5.937,7.36
1.455,-5.899,7.282
-1.149,-6.32,7.232
-1.149,-6.32,7.232
-0.191,-5.018,8.37
-0.076,-4.558,8.677999999999999
-0.076,-4.558,8.677999999999999
0.498,-3.945,8.915
0.498,-3.945,8.915
-0.574,-3.639,9.085
-0.498,-3.945,9.048
0.038,-4.367,8.592
2.49,-2.4130000000000003,8.837
2.758,-2.451,9.055
4.06,-2.145,8.657
3.562,-2.106,8.877
3.562,-2.106,8.877
4.328,-1.953,8.916
4.328,-1.953,8.916
2.643,-2.758,9.023
3.102,-2.145,9.039
-0.344,-4.597,8.36
1.494,-7.278,7.1370000000000005
5.784,-4.558,6.396
6.474,-4.98,5.45
2.26,-4.673,8.08
2.26,-4.673,8.08
0.6509999999999999,-7.0870000000000015,7.506
-3.141,-7.355,4.717
-3.141,-7.355,4.717
1.455,-9.615,0.04
0.6509999999999999,-9.998,0.353
-2.068,-9.385,0.272
-2.145,-9.194,0.305
-1.6469999999999998,-8.121,0.479
-1.264,-8.389,0.403
1.57,-8.158999999999999,5.593
1.57,-8.158999999999999,5.593
2.643,-8.81,7.996
-0.459,-9.27,0.471
-1.225,-9.308,0.476
-0.919,-8.772,0.43
0.076,-8.542,1.095
