x,y,z
-3.102,-9.232,0.038
-0.459,-9.845,0.005
-4.673,-7.9289999999999985,0.01
-2.106,-9.423,0.5479999999999999
-3.294,-8.044,3.197
-3.294,-8.044,3.197
-2.375,-8.81,0.448
-2.375,-8.81,0.448
-2.7960000000000003,-9.577,0.35100000000000003
-1.992,-9.538,0.243
-2.336,-9.232,0.257
-3.026,-8.389,0.161
-3.026,-8.389,0.161
-2.4130000000000003,-8.849,0.305
-2.4130000000000003,-8.849,0.305
-5.132999999999999,-8.351,0.418
-5.132999999999999,-8.351,0.418
-2.604,-8.198,1.484
-2.604,-8.198,1.484
-1.838,-9.845,0.21
-3.907,-8.81,0.277
-5.5539999999999985,-7.737999999999999,0.511
-4.558,-8.619,0.493
-4.52,-6.205,0.16899999999999998
-4.4430000000000005,-6.933,0.5429999999999999
-1.5319999999999998,-7.814,5.8420000000000005
-1.5319999999999998,-7.814,5.8420000000000005
-4.4430000000000005,-8.351,1.966
-4.4430000000000005,-8.351,1.966
-1.915,-9.27,0.213
-1.915,-9.27,0.213
-2.03,-9.27,0.196
-2.03,-9.27,0.196
-2.068,-9.308,0.079
-1.187,-9.155,0.16
-0.498,-9.423,0.28300000000000003
-0.268,-9.423,0.487
-0.268,-9.423,0.487
-0.7659999999999999,-8.158999999999999,0.35700000000000004
-4.8260000000000005,-11.53,0.0
-0.344,-9.462,0.11
-0.804,-9.692,0.247
-1.5319999999999998,-9.079,0.136
-1.8,-9.308,0.19
-0.498,-9.423,0.224
-0.498,-9.423,0.224
-2.068,-9.002,0.0
-2.068,-9.002,0.0
-1.7619999999999998,-9.385,0.003
-0.8420000000000001,-9.96,0.005
-0.8420000000000001,-9.96,0.005
1.3019999999999998,-9.883,0.042
1.3019999999999998,-9.883,0.042
-2.4130000000000003,-9.04,2.209
-2.4130000000000003,-9.04,2.209
0.076,-9.423,0.251
0.076,-9.423,0.251
-3.907,-8.312000000000001,0.241
-4.941,-8.083,0.267
0.6890000000000001,-9.002,0.368
0.6890000000000001,-9.002,0.368
-2.604,-9.27,0.101
-2.068,-9.462,0.145
-2.068,-9.462,0.145
-4.06,-8.466000000000001,0.013
-4.06,-8.466000000000001,0.013
-4.328,-6.091,5.216
-4.328,-6.091,5.216
-0.6890000000000001,-6.091,7.786
-0.344,-5.707000000000002,7.8679999999999986
-2.145,-7.125,7.342
-2.145,-7.125,7.342
-0.344,-8.619,5.5
-1.379,-8.504,3.232
-0.344,-8.351,4.806
-0.344,-8.351,4.806
-0.306,-6.167000000000002,7.599
-0.114,-6.167000000000002,7.605
-0.114,-6.167000000000002,7.605
-0.498,-6.55,7.494
-0.306,-6.244,7.504
-2.528,-8.083,4.772
-2.528,-8.083,4.772
-2.26,-9.385,0.103
-2.1830000000000003,-9.538,0.008
-2.375,-9.423,0.011
-2.375,-9.347,0.028
-2.145,-9.423,0.019
-1.7619999999999998,-9.232,0.073
-1.7619999999999998,-9.232,0.073
-4.711,-7.316,0.958
-4.75,-7.24,2.194
-4.75,-7.24,2.194
-5.937,-6.704,0.403
-0.957,-9.692,0.098
-1.7619999999999998,-14.174,0.057
-1.7619999999999998,-14.174,0.057
-1.3019999999999998,-8.312000000000001,0.111
-1.34,-9.5,0.149
-4.788,-8.964,0.095
-0.6509999999999999,-11.262,5.707999999999998
-0.6509999999999999,-9.117,3.345
1.379,-8.236,3.1860000000000004
2.758,-8.466000000000001,5.7970000000000015
0.8809999999999999,-6.742000000000001,5.7010000000000005
2.145,-6.857,6.795
2.145,-6.857,6.795
1.034,-8.81,3.0980000000000003
-0.153,-9.5,0.02
-3.907,-9.308,0.0
-3.907,-9.308,0.0
