x,y,z
-0.7659999999999999,-9.692,0.022
-0.7659999999999999,-9.692,0.022
-0.727,-9.577,0.02
-0.727,-9.577,0.02
-0.804,-9.692,0.016
-0.804,-9.692,0.016
-0.344,-10.113,0.034
-0.344,-10.113,0.034
-0.268,-9.002,0.195
-0.268,-9.002,0.195
-0.7659999999999999,-9.04,2.071
-3.217,-9.117,0.343
-3.217,-9.117,0.343
-1.6469999999999998,-8.619,0.5479999999999999
-2.719,-9.462,0.448
-0.344,-9.002,1.3869999999999998
-0.344,-9.002,1.3869999999999998
-0.191,-7.814,3.405
-0.191,-7.814,3.405
0.076,-7.202000000000001,6.9110000000000005
-0.114,-6.818,7.349
-0.114,-6.818,7.349
0.957,-4.865,7.8279999999999985
0.957,-4.865,7.8279999999999985
1.3019999999999998,-3.409,9.131
0.076,-5.056,8.879
1.8,-4.941,8.582
2.911,-4.788,8.367
-1.57,-6.474,7.113
-1.57,-6.474,7.113
-1.915,-8.466000000000001,5.944
-3.179,-7.125,1.187
1.494,-6.78,8.216000000000001
-0.727,-9.577,5.989
-1.57,-8.427,0.32299999999999995
-1.57,-8.427,0.32299999999999995
0.153,-8.236,5.647
0.153,-8.236,5.647
1.5319999999999998,-7.9289999999999985,5.495
1.5319999999999998,-7.9289999999999985,5.495
-1.494,-8.504,2.462
-1.3019999999999998,-8.849,1.672
-0.6509999999999999,-8.657,1.032
-0.6509999999999999,-8.657,1.032
-0.344,-9.002,1.7919999999999998
-0.612,-8.772,1.567
-0.383,-8.887,2.109
-0.383,-8.887,2.109
-0.536,-9.04,1.888
-0.727,-8.925,1.625
-0.344,-8.887,1.844
-0.498,-9.002,1.5530000000000002
-0.498,-9.002,1.5530000000000002
-1.149,-8.542,2.113
-1.149,-8.542,2.113
-0.076,-9.232,3.699
-0.076,-9.232,3.699
-1.34,-8.964,0.41
-1.34,-8.964,0.41
-1.149,-9.232,0.386
-0.919,-9.347,0.391
-0.919,-9.347,0.391
-3.639,-8.504,0.371
-3.639,-8.504,0.371
-3.792,-8.121,0.55
-3.792,-8.121,0.55
-2.106,-8.389,0.68
-2.106,-8.389,0.68
-4.099,-8.81,0.513
1.5319999999999998,-8.274,1.831
1.5319999999999998,-9.194,1.867
1.225,-8.925,0.5489999999999999
0.957,-9.002,0.6659999999999999
0.344,-8.81,1.135
0.344,-8.81,1.135
-4.482,-7.355,2.633
-3.639,-7.661,3.2030000000000003
1.187,-8.542,5.1110000000000015
0.8809999999999999,-7.891,4.55
0.8809999999999999,-7.891,4.55
-2.873,-8.619,0.5579999999999999
-2.873,-8.619,0.5579999999999999
-2.528,-8.772,0.546
-2.528,-8.772,0.546
-2.26,-8.887,0.565
-1.072,-8.581,5.3020000000000005
-1.072,-8.581,5.3020000000000005
1.685,-7.737999999999999,6.159
1.685,-7.737999999999999,6.159
1.149,-7.431,6.3210000000000015
0.8809999999999999,-7.7,6.216
0.8809999999999999,-7.7,6.216
-2.834,-8.427,1.462
-2.4130000000000003,-8.504,1.808
-3.677,-8.236,1.935
-2.49,-8.581,1.7519999999999998
-1.11,-8.81,1.608
-0.536,-9.002,0.403
-0.306,-9.04,1.758
-0.306,-9.04,1.758
-1.034,-9.117,1.011
-0.191,-9.308,0.782
-0.191,-9.308,0.782
-0.383,-9.155,0.8140000000000001
0.153,-9.117,0.5489999999999999
0.957,-8.734,2.17
0.957,-8.734,2.17
0.8420000000000001,-8.696,2.201
0.6509999999999999,-8.734,2.164
0.6509999999999999,-8.734,2.164
-1.992,-8.657,0.568
-1.992,-8.657,0.568
-0.114,-8.696,0.728
1.4169999999999998,-8.925,1.0759999999999998
1.4169999999999998,-8.925,1.0759999999999998
0.383,-8.887,1.009
0.383,-8.887,1.009
-0.191,-8.542,1.218
-1.57,-8.772,1.223
-3.945,-7.431,4.129
-3.945,-7.431,4.129
