x,y,z
-1.838,-9.577,0.017
-1.838,-9.577,0.017
-1.7619999999999998,-9.653,0.028
-1.7619999999999998,-9.653,0.028
-2.681,-9.807,0.14800000000000002
-1.608,-9.117,0.239
-2.604,-8.389,3.289
-2.528,-9.002,1.472
-3.179,-8.619,1.033
-3.179,-8.619,1.033
-1.149,-9.232,0.977
-2.528,-8.198,0.544
-0.459,-8.964,2.358
-0.459,-8.964,2.358
-1.034,-9.002,2.023
-2.758,-11.109000000000002,0.828
-2.758,-11.109000000000002,0.828
0.076,-5.976,5.098
1.3019999999999998,-6.129,7.648
0.7659999999999999,-7.9289999999999985,7.693
0.7659999999999999,-7.9289999999999985,7.693
0.038,-7.737999999999999,6.209
-0.344,-7.355,6.372999999999998
-0.344,-7.355,6.372999999999998
-1.608,-6.359,7.452000000000001
-2.5660000000000003,-7.853,6.065
-1.838,-8.964,-0.112
-1.838,-8.964,-0.112
-1.608,-9.308,-0.214
-1.992,-9.347,-0.14400000000000002
-2.26,-9.615,-0.14400000000000002
-2.26,-9.27,-0.13699999999999998
-2.03,-9.04,-0.188
-2.03,-9.04,-0.188
-2.106,-9.194,-0.196
-1.608,-9.308,-0.26
-1.608,-9.308,-0.26
-1.5319999999999998,-9.232,-0.253
-1.685,-9.308,-0.212
-1.685,-9.308,-0.212
-0.229,-8.887,-0.466
-0.229,-8.887,-0.466
-3.102,-7.393,-6.184
-3.907,-6.895,6.233
-3.562,-7.814,5.2810000000000015
-3.562,-7.814,5.2810000000000015
-1.4169999999999998,-8.964,0.507
-1.4169999999999998,-8.964,0.507
-2.604,-8.696,1.2990000000000002
-2.681,-8.657,1.058
-1.7619999999999998,-8.81,0.982
-1.6469999999999998,-8.734,1.009
-1.8,-8.925,0.518
-1.8,-8.925,0.518
-1.915,-8.81,0.485
-1.915,-8.81,0.485
-1.992,-8.312000000000001,1.896
-1.992,-8.312000000000001,1.896
-0.383,-8.158999999999999,5.744
-0.229,-8.198,5.528
-1.034,-8.964,2.222
-1.11,-8.581,1.265
-1.723,-8.619,0.378
-1.723,-8.619,0.378
-1.992,-8.312000000000001,3.008
-1.992,-8.312000000000001,3.008
-2.949,-8.274,2.986
-2.949,-8.274,2.986
0.8809999999999999,-5.593,8.068999999999999
0.8809999999999999,-5.593,8.068999999999999
-2.106,-7.546,6.957000000000002
-2.1830000000000003,-7.853,1.876
-2.681,-8.351,0.535
-2.681,-8.351,0.535
-1.225,-9.462,3.651
-1.225,-9.462,3.651
2.7960000000000003,-7.853,4.505
1.3019999999999998,-8.312000000000001,5.372999999999998
1.3019999999999998,-8.312000000000001,5.372999999999998
-1.225,-8.734,1.9
-1.225,-8.734,1.9
0.6890000000000001,-8.083,3.426
2.375,-8.121,2.784
2.643,-9.423,0.8909999999999999
1.915,-8.542,1.489
1.915,-8.542,1.489
-1.264,-8.964,1.335
-1.264,-8.925,1.077
-1.072,-8.887,0.933
-0.996,-8.657,1.197
-0.996,-8.657,1.197
2.681,-8.312000000000001,2.055
3.064,-7.7,3.215
3.907,-7.814,3.323
3.639,-7.891,3.488
3.639,-7.891,3.488
-0.957,-8.581,2.673
-0.804,-8.581,2.399
-0.804,-8.581,2.399
-2.068,-8.964,0.462
-2.03,-8.734,0.742
-4.788,-6.5120000000000005,4.627
-4.788,-6.5120000000000005,4.627
-0.8809999999999999,-9.5,0.224
-0.8809999999999999,-9.5,0.224
0.421,-7.355,3.382
0.421,-7.355,3.382
0.996,-7.776,6.283
-3.3710000000000004,-8.542,2.605
-3.3710000000000004,-8.542,2.605
-2.451,-9.002,0.599
1.225,-8.581,0.431
1.225,-8.581,0.431
-1.149,-8.427,2.031
-1.57,-8.158999999999999,4.667
-1.57,-8.158999999999999,4.667
