x,y,z
-0.268,-1.7619999999999998,9.624
-0.268,-1.7619999999999998,9.624
-0.191,-1.6469999999999998,9.659
-0.191,-1.6469999999999998,9.659
0.114,-1.4169999999999998,9.67
0.114,-1.4169999999999998,9.67
-0.268,-1.4169999999999998,9.701
-0.268,-1.4169999999999998,9.701
-0.076,-1.608,9.689
-0.153,-1.4169999999999998,9.689
0.114,-1.953,9.645
0.114,-1.953,9.645
-0.038,-1.6469999999999998,9.67
0.268,-1.57,9.658
0.268,-1.57,9.658
0.229,-1.877,9.634
0.076,-1.8,9.634
0.076,-1.8,9.634
0.038,-1.992,9.608
0.038,-1.992,9.608
-0.268,-2.106,9.621
-0.153,-0.996,9.757
0.229,-1.187,9.756
0.114,-0.919,9.765
0.114,-0.919,9.765
0.076,-0.8420000000000001,9.772
0.153,-0.8809999999999999,9.772
0.153,-0.8809999999999999,9.772
0.536,-1.034,9.758
0.191,-1.685,9.71
0.191,-1.685,9.71
0.0,-1.838,9.669
0.0,-1.838,9.669
0.6890000000000001,-2.221,9.558
0.0,-1.838,9.634
0.0,-1.838,9.634
0.153,-1.379,9.644
0.268,-1.3019999999999998,9.66
0.268,-1.3019999999999998,9.66
0.191,-1.877,9.686
-0.344,-1.072,9.735
-0.114,-0.268,9.787
0.0,-0.344,9.794
0.0,-0.344,9.794
-0.229,-0.421,9.796
-0.229,-0.421,9.796
-0.191,-0.383,9.795
-0.191,-0.383,9.794
-0.383,-0.536,9.788
-0.191,-0.612,9.787
0.229,-3.6010000000000004,9.136
0.574,-2.834,9.282
0.574,-2.834,9.282
0.919,-3.332,9.253
0.268,-3.026,9.304
0.268,-3.026,9.304
0.191,-3.179,9.247
0.153,-3.064,9.276
0.153,-3.064,9.276
-0.268,-2.988,9.323
-0.268,-2.988,9.323
0.038,-3.294,9.261
0.421,-3.256,9.296
0.421,-3.256,9.296
0.076,-3.524,9.225
0.344,-3.562,9.177
0.344,-3.562,9.177
-0.153,-3.945,9.092
-0.153,-3.945,9.092
0.076,-4.06,8.937000000000003
-1.264,-2.5660000000000003,9.388
-1.264,-2.5660000000000003,9.388
-0.727,-3.294,9.259
-0.727,-3.294,9.259
-0.536,-5.822,8.889
0.191,-7.125,7.055
0.038,-8.619,5.127999999999999
0.038,-8.619,5.127999999999999
-0.536,-8.925,3.386
-0.804,-10.113,0.036000000000000004
-0.804,-10.113,0.036000000000000004
-1.4169999999999998,-8.542,4.982
-1.5319999999999998,-8.542,2.815
-1.5319999999999998,-8.542,2.815
-0.957,-8.504,2.782
-1.34,-8.734,1.643
-0.6890000000000001,-9.079,1.513
-0.6890000000000001,-9.079,1.513
-0.8420000000000001,-9.002,1.831
-0.8420000000000001,-8.542,2.219
-0.8420000000000001,-8.542,2.219
-1.11,-8.619,1.85
-1.685,-8.312000000000001,3.312
-1.494,-8.696,2.955
-1.685,-8.504,3.0410000000000004
-1.685,-8.504,3.0410000000000004
-1.57,-8.619,2.66
-1.6469999999999998,-8.581,2.984
-0.8809999999999999,-8.619,3.088
-0.8809999999999999,-8.619,3.088
-0.804,-8.619,2.613
-0.804,-8.619,2.613
-0.421,-8.734,2.539
-0.421,-8.734,2.539
0.0,-8.657,2.563
0.0,-8.657,2.563
0.421,-8.925,2.119
-2.911,-8.351,0.99
-2.949,-8.504,0.5539999999999999
-2.949,-8.504,0.5539999999999999
-2.7960000000000003,-8.619,0.5589999999999999
-2.528,-8.81,0.69
-2.528,-8.81,0.69
-2.758,-8.504,0.632
-2.758,-8.504,0.632
-2.681,-8.657,0.745
-2.719,-8.504,0.757
-2.719,-8.504,0.757
-2.604,-8.81,0.514
-2.528,-9.002,0.436
-2.528,-9.002,0.436
-2.681,-8.542,0.457
-2.758,-8.772,0.433
-2.758,-8.772,0.433
-2.758,-8.849,0.419
-2.681,-8.734,0.433
-2.681,-8.734,0.433
-2.834,-8.734,0.412
-2.873,-8.81,0.394
-2.873,-8.81,0.394
-2.834,-8.925,0.387
-2.834,-8.925,0.387
-2.911,-8.696,0.32299999999999995
-2.988,-8.772,0.371
-2.988,-8.772,0.371
-2.911,-8.81,0.3720000000000001
-2.911,-8.81,0.3720000000000001
-2.911,-8.887,0.339
-2.911,-8.772,0.34
-2.911,-8.772,0.34
-3.064,-8.81,0.317
-3.064,-8.734,0.322
-2.873,-8.542,0.318
-2.873,-8.542,0.318
-3.026,-8.964,0.335
-2.106,-8.734,0.609
-2.106,-8.734,0.609
-1.494,-8.581,1.743
-3.141,-8.581,1.114
-3.141,-8.581,1.114
-2.719,-8.427,2.023
-2.336,-8.274,2.715
-2.03,-8.274,3.5380000000000003
-2.03,-8.274,3.5380000000000003
-1.915,-8.274,3.477
-1.608,-8.274,3.449
-1.608,-8.274,3.449
-0.153,-8.274,5.325
-0.153,-8.274,5.325
0.306,-7.125,6.2120000000000015
0.574,-5.516,7.657
-0.076,-7.316,7.257999999999999
-0.076,-7.316,7.257999999999999
0.6509999999999999,-7.316,6.747000000000001
1.11,-7.891,6.468
-0.421,-8.696,4.904
-0.421,-8.696,4.904
0.383,-9.27,0.511
-1.149,-8.581,0.873
-1.149,-8.581,0.873
-1.455,-9.577,2.378
-1.11,-8.887,2.769
-1.11,-8.887,2.769
-1.877,-8.504,1.503
-0.919,-9.04,1.493
-0.919,-9.04,1.493
-1.225,-9.079,1.011
-1.34,-8.887,0.7390000000000001
-1.494,-9.079,1.168
-1.494,-9.079,1.168
-0.957,-9.117,0.484
-0.957,-9.117,0.484
-1.034,-9.155,0.443
-1.57,-9.155,0.401
-2.03,-9.117,0.264
-2.03,-9.117,0.264
-0.957,-8.504,0.898
-0.421,-8.083,3.636
-0.421,-8.083,3.636
1.685,-7.202000000000001,5.899
1.992,-7.507999999999999,5.945
1.992,-7.507999999999999,5.945
4.865,-3.984,7.061
4.865,-3.984,7.061
5.439,-4.865,8.994
4.865,-5.056,6.8210000000000015
4.865,-5.056,6.8210000000000015
-0.6509999999999999,-8.198,0.473
-0.8420000000000001,-9.921,1.3030000000000002
-0.8420000000000001,-9.921,1.3030000000000002
-0.498,-10.726,0.019
-0.498,-10.726,0.019
-0.268,-9.04,0.165
-0.268,-9.04,0.165
-0.727,-9.347,0.339
-1.264,-9.692,0.046
0.076,-9.538,0.14400000000000002
0.076,-9.538,0.14400000000000002
-0.421,-9.845,0.094
-0.8420000000000001,-9.921,0.011
-0.8420000000000001,-9.921,0.011
-1.264,-8.696,0.191
-1.264,-8.696,0.191
-0.8420000000000001,-9.423,0.1
-0.8420000000000001,-9.423,0.1
-1.072,-10.113,0.107
-1.379,-9.5,0.435
-1.379,-9.5,0.435
-1.264,-10.305,0.012
-1.264,-10.305,0.012
-0.421,-9.423,0.051
-1.034,-10.113,0.002
-1.187,-9.155,0.078
-1.187,-9.155,0.078
-2.1830000000000003,-9.385,0.095
-2.604,-9.194,0.086
-3.102,-9.002,0.08199999999999999
-3.102,-9.002,0.08199999999999999
-3.102,-8.581,0.407
-0.498,-12.986,0.006
-0.038,-9.615,0.049
-1.379,-9.692,0.07200000000000001
-2.1830000000000003,-11.76,0.065
-2.604,-10.726,0.006
-2.604,-10.726,0.006
-3.332,-9.308,0.067
-2.49,-9.462,0.094
-2.49,-9.462,0.094
-2.643,-9.692,0.034
-2.643,-9.692,0.034
-0.421,-9.385,0.056
-0.6509999999999999,-11.415,0.07200000000000001
-1.225,-9.577,0.027000000000000003
-1.225,-9.577,0.027000000000000003
-1.149,-9.692,0.025
-0.996,-9.615,0.025
-0.996,-9.615,0.025
-1.034,-9.692,0.03
-1.072,-9.692,0.03
-1.072,-9.692,0.03
-1.034,-9.653,0.035
-1.034,-9.653,0.035
-1.072,-9.692,0.029
-1.072,-9.653,0.022
-0.996,-9.577,0.028
-0.996,-9.577,0.028
-1.149,-9.692,0.022
-1.225,-9.653,0.022
