x,y,z
-1.379,-8.619,2.61
-1.379,-8.619,2.61
-1.494,-8.619,2.635
-1.455,-8.619,2.583
-1.455,-8.619,2.583
-1.264,-8.581,2.34
-1.264,-8.581,2.34
-1.379,-8.696,2.432
-1.379,-8.696,2.432
-1.187,-8.504,2.862
-1.034,-8.696,2.87
-1.3019999999999998,-8.542,2.644
-1.225,-8.734,2.612
-1.7619999999999998,-8.657,3.554
-1.7619999999999998,-8.657,3.554
-3.294,-7.776,2.412
-3.294,-7.776,2.412
-2.1830000000000003,-8.121,3.913
-2.1830000000000003,-8.121,3.913
-2.068,-8.158999999999999,3.761
-2.106,-8.236,3.753
-1.877,-8.312000000000001,3.829
-1.838,-8.236,3.614
-1.838,-8.236,3.614
-2.068,-8.542,3.559
-2.068,-8.542,3.559
-1.992,-8.274,2.906
-1.838,-8.427,2.208
-1.838,-8.427,2.208
-1.5319999999999998,-8.542,2.651
-1.264,-8.81,2.397
-1.264,-8.81,2.397
-0.8809999999999999,-8.581,1.889
-0.8809999999999999,-8.581,1.889
-0.919,-8.619,2.807
-1.264,-8.619,1.746
-1.264,-8.619,1.746
-1.264,-8.657,2.374
-0.804,-8.312000000000001,2.77
-0.804,-8.312000000000001,2.77
-0.8809999999999999,-8.619,2.625
-0.8809999999999999,-8.619,2.625
-1.34,-8.504,2.742
-1.072,-8.849,2.591
-1.072,-8.849,2.591
-1.455,-9.232,1.423
-1.455,-9.232,1.423
0.536,-8.964,1.419
1.264,-8.504,1.906
1.264,-8.887,0.389
1.264,-8.887,0.389
0.7659999999999999,-9.5,0.5870000000000001
-1.3019999999999998,-8.158999999999999,0.376
-0.612,-9.921,0.368
-0.612,-9.921,0.368
-1.494,-9.194,0.209
-1.187,-9.27,0.141
-1.187,-9.27,0.141
-0.268,-9.079,0.282
-0.536,-9.347,0.279
-1.8,-8.849,0.287
-1.8,-8.849,0.287
-1.225,-9.002,0.34600000000000003
-1.3019999999999998,-8.964,0.366
-1.4169999999999998,-9.232,0.334
-1.4169999999999998,-9.232,0.334
-1.455,-8.925,0.26
-1.455,-8.925,0.26
-3.064,-8.581,0.282
-3.064,-8.581,0.282
-2.1830000000000003,-9.423,0.37
-0.957,-9.308,0.345
-0.957,-9.308,0.345
-1.187,-8.619,0.523
-1.187,-8.619,0.523
-2.604,-8.887,0.527
-2.604,-8.887,0.527
-2.26,-8.81,2.262
-0.996,-8.466000000000001,1.6230000000000002
-1.608,-9.462,0.234
-2.1830000000000003,-8.849,0.279
-2.1830000000000003,-8.849,0.279
-1.225,-9.347,0.133
-1.225,-9.347,0.133
-0.919,-8.734,0.012
-0.919,-8.734,0.012
1.992,-5.593,6.585
1.992,-5.593,6.585
0.421,-8.581,3.663
0.421,-8.581,3.663
-2.911,-9.155,0.458
-2.911,-9.155,0.458
-0.383,-8.81,2.365
-2.5660000000000003,-8.274,4.852
-2.5660000000000003,-8.274,4.852
0.344,-10.764,0.207
-1.379,-10.075,0.017
-0.8809999999999999,-9.538,0.038
-0.8809999999999999,-9.538,0.038
-0.996,-9.653,0.02
-0.996,-9.653,0.02
-0.957,-9.653,0.016
-0.957,-9.653,0.016
-1.072,-9.538,0.021
